age,usage_gb,complaints,tenure_months,plan_type,churn
59.0,10.8,5,56,Postpaid,0
51.0,23.0,5,59,Postpaid,0
31.0,13.4,2,48,Prepaid,0
49.0,2.3,0,22,Prepaid,0
32.0,14.5,0,8,Postpaid,0
24.0,15.3,3,49,Postpaid,0
31.0,11.2,0,11,Prepaid,0
32.0,4.7,0,31,Prepaid,0
25.0,22.5,3,45,Postpaid,0
19.0,5.6,3,3,Prepaid,0
67.0,16.0,5,54,Postpaid,0
44.0,13.2,5,18,Postpaid,0
38.0,15.6,1,13,Prepaid,0
66.0,22.2,1,22,Postpaid,0
29.0,15.4,1,28,Postpaid,0
38.0,8.6,1,27,Prepaid,0
62.0,18.6,2,10,Prepaid,0
50.0,8.2,5,12,Prepaid,0
38.0,13.0,5,29,Postpaid,0
31.0,4.2,5,14,Postpaid,0
19.0,5.8,2,38,Prepaid,0
22.0,12.3,3,54,Postpaid,0
26.0,14.2,4,2,Postpaid,0
58.0,1.8,1,3,Prepaid,0
51.0,15.0,2,38,Prepaid,0
40.0,7.1,3,2,Postpaid,0
58.0,19.7,2,38,Prepaid,0
26.0,9.9,2,29,Postpaid,0
28.0,5.3,2,27,Prepaid,1
38.0,12.5,0,36,Prepaid,0
65.0,6.5,4,53,Prepaid,0
49.0,19.6,5,8,Prepaid,0
62.0,12.0,4,8,Postpaid,0
30.0,11.1,5,42,Prepaid,1
62.0,15.6,2,4,Prepaid,0
21.0,6.0,0,26,Prepaid,0
29.0,4.3,1,30,Postpaid,0
45.0,14.5,5,24,Prepaid,0
20.0,5.4,0,32,Postpaid,0
62.0,5.4,3,7,Prepaid,0
63.0,17.0,0,16,Prepaid,0
46.0,15.2,1,1,Postpaid,0
33.0,4.5,0,57,Prepaid,0
23.0,8.3,0,50,Postpaid,0
50.0,6.6,0,15,Postpaid,0
45.0,22.7,3,3,Postpaid,0
57.0,17.4,4,16,Prepaid,0
49.0,9.5,1,57,Postpaid,1
24.0,15.5,4,48,Prepaid,0
24.0,3.9,2,39,Prepaid,0
58.0,8.0,4,55,Prepaid,0
26.0,12.6,3,11,Prepaid,0
66.0,14.7,4,32,Prepaid,0
23.0,11.4,5,47,Postpaid,0
55.0,13.5,5,2,Prepaid,1
68.0,12.5,3,26,Prepaid,0
40.0,11.0,5,21,Prepaid,0
20.0,10.2,4,11,Postpaid,0
63.0,9.4,1,14,Prepaid,0
27.0,13.4,5,58,Postpaid,1
45.0,14.5,0,31,Prepaid,0
69.0,13.2,2,5,Postpaid,0
56.0,4.9,0,41,Prepaid,0
20.0,6.0,4,35,Postpaid,0
60.0,14.4,5,24,Prepaid,0
26.0,20.8,4,24,Prepaid,0
56.0,12.9,0,32,Postpaid,0
50.0,9.5,1,55,Postpaid,0
32.0,13.3,2,45,Prepaid,0
40.0,5.2,0,24,Prepaid,0
24.0,19.9,3,15,Postpaid,1
69.0,13.1,0,7,Prepaid,0
30.0,8.0,3,12,Postpaid,0
34.0,11.0,3,9,Prepaid,0
44.0,8.8,3,48,Prepaid,0
52.0,19.9,5,34,Prepaid,0
44.0,10.8,4,3,Prepaid,1
44.0,12.9,1,55,Prepaid,0
48.0,15.4,3,9,Prepaid,1
62.0,7.6,4,39,Postpaid,0
38.0,13.2,5,1,Prepaid,1
61.0,13.6,3,35,Postpaid,0
58.0,2.7,0,33,Prepaid,1
67.0,13.5,2,54,Postpaid,0
65.0,11.7,5,36,Prepaid,0
59.0,12.8,0,29,Postpaid,0
30.0,12.2,3,32,Postpaid,0
58.0,13.6,3,38,Postpaid,0
56.0,20.0,1,25,Postpaid,0
33.0,4.9,2,43,Prepaid,0
53.0,9.9,5,32,Prepaid,0
31.0,16.0,3,58,Prepaid,0
45.0,14.9,5,12,Postpaid,0
59.0,14.8,2,44,Prepaid,0
27.0,28.5,5,49,Postpaid,0
35.0,15.7,3,43,Postpaid,0
59.0,18.8,5,58,Prepaid,1
41.0,10.2,1,26,Prepaid,0
67.0,6.0,2,32,Prepaid,0
18.0,10.1,0,10,Prepaid,0
55.0,16.3,1,23,Prepaid,0
60.0,14.4,0,10,Prepaid,0
65.0,14.4,1,47,Postpaid,0
26.0,10.7,1,47,Postpaid,0
69.0,9.8,5,12,Prepaid,1
38.0,10.9,2,48,Prepaid,0
36.0,16.3,4,19,Postpaid,0
36.0,17.0,4,44,Prepaid,0
51.0,6.0,5,56,Postpaid,0
52.0,16.6,3,49,Prepaid,0
42.0,8.1,5,11,Postpaid,0
21.0,14.8,2,11,Postpaid,0
69.0,10.8,3,7,Postpaid,0
29.0,21.4,4,50,Postpaid,0
22.0,9.5,0,33,Prepaid,1
49.0,13.1,0,10,Prepaid,0
39.0,15.6,0,35,Postpaid,0
50.0,6.8,4,32,Prepaid,0
63.0,11.6,2,36,Prepaid,0
23.0,10.4,1,38,Prepaid,0
32.0,8.9,4,10,Prepaid,0
44.0,9.4,0,23,Prepaid,0
58.0,18.7,1,43,Prepaid,0
49.0,8.4,2,54,Prepaid,0
37.0,15.4,5,15,Prepaid,0
49.0,13.9,4,34,Postpaid,0
68.0,3.6,4,56,Prepaid,0
42.0,15.1,4,36,Postpaid,0
63.0,3.5,1,14,Postpaid,0
58.0,15.8,2,35,Prepaid,0
33.0,9.0,5,2,Prepaid,1
30.0,12.1,4,29,Prepaid,0
58.0,4.2,3,34,Postpaid,0
28.0,12.7,0,4,Prepaid,0
35.0,17.6,4,12,Prepaid,0
30.0,7.2,2,59,Prepaid,0
49.0,8.4,2,38,Postpaid,0
33.0,14.7,4,28,Prepaid,0
52.0,14.9,2,14,Prepaid,0
66.0,0.0,3,8,Postpaid,0
61.0,24.1,0,26,Prepaid,0
67.0,15.2,1,33,Postpaid,0
19.0,16.2,3,11,Postpaid,0
41.0,11.1,5,48,Prepaid,1
29.0,0.9,4,26,Prepaid,0
65.0,16.0,2,4,Prepaid,0
55.0,8.6,5,9,Postpaid,0
34.0,15.3,1,51,Postpaid,0
47.0,10.7,5,20,Prepaid,0
49.0,13.4,2,22,Postpaid,1
43.0,7.4,0,12,Prepaid,1
42.0,17.2,0,48,Prepaid,0
20.0,4.9,5,49,Prepaid,0
41.0,25.5,3,15,Postpaid,0
36.0,25.4,0,44,Prepaid,0
60.0,21.8,5,27,Postpaid,0
62.0,19.7,0,10,Prepaid,0
57.0,11.5,2,47,Postpaid,0
19.0,19.0,4,5,Postpaid,1
61.0,11.4,0,52,Prepaid,0
38.0,2.7,5,2,Prepaid,0
39.0,21.0,4,20,Postpaid,0
67.0,18.8,5,14,Prepaid,0
63.0,11.8,5,14,Prepaid,0
20.0,4.6,4,29,Postpaid,0
36.0,8.5,1,45,Prepaid,0
56.0,1.1,1,24,Postpaid,0
46.0,17.7,1,31,Prepaid,0
31.0,2.4,0,58,Prepaid,0
45.0,13.7,3,30,Postpaid,0
63.0,6.9,0,47,Postpaid,0
29.0,3.4,2,23,Prepaid,0
56.0,13.4,3,5,Prepaid,0
56.0,10.0,3,16,Prepaid,1
64.0,17.0,2,10,Prepaid,1
33.0,4.4,1,54,Postpaid,0
29.0,7.5,0,2,Prepaid,0
46.0,0.0,5,49,Prepaid,0
45.0,0.0,2,9,Prepaid,0
39.0,22.8,3,9,Prepaid,0
58.0,24.5,3,32,Postpaid,0
59.0,12.6,2,5,Prepaid,1
30.0,7.1,4,5,Prepaid,0
59.0,10.2,2,46,Prepaid,0
29.0,17.2,2,4,Prepaid,0
39.0,8.9,4,36,Prepaid,0
19.0,13.4,1,7,Postpaid,1
35.0,11.9,4,6,Prepaid,0
67.0,8.6,3,40,Prepaid,0
41.0,8.8,0,24,Prepaid,0
54.0,13.8,4,2,Postpaid,0
23.0,6.1,4,41,Prepaid,0
51.0,14.7,1,58,Prepaid,1
37.0,9.2,5,34,Prepaid,0
56.0,12.8,0,23,Prepaid,0
66.0,20.3,1,50,Prepaid,0
45.0,11.0,5,20,Postpaid,0
23.0,17.5,5,37,Prepaid,0
42.0,1.2,4,29,Postpaid,0
24.0,9.2,3,43,Prepaid,1
41.0,12.2,1,31,Postpaid,0
21.0,23.5,2,29,Prepaid,0
51.0,0.2,3,25,Prepaid,1
34.0,11.4,0,18,Postpaid,0
28.0,20.7,3,29,Prepaid,0
18.0,7.3,0,4,Prepaid,0
64.0,10.7,0,21,Postpaid,0
61.0,14.0,1,5,Postpaid,1
60.0,13.1,1,19,Postpaid,0
21.0,21.4,0,21,Prepaid,0
36.0,14.7,5,2,Postpaid,0
68.0,20.0,4,18,Postpaid,0
48.0,9.8,3,40,Postpaid,0
24.0,7.6,2,58,Prepaid,0
25.0,10.6,1,37,Postpaid,0
31.0,5.0,5,43,Postpaid,0
68.0,14.9,4,40,Prepaid,0
26.0,9.7,4,56,Prepaid,0
64.0,8.0,2,56,Prepaid,0
53.0,15.0,0,7,Prepaid,0
65.0,5.1,3,28,Postpaid,0
60.0,16.6,2,54,Prepaid,0
35.0,9.1,1,53,Prepaid,0
61.0,19.0,1,32,Postpaid,0
26.0,9.6,0,27,Postpaid,0
33.0,15.8,5,4,Prepaid,0
29.0,13.1,0,29,Prepaid,0
24.0,16.5,4,30,Prepaid,0
22.0,12.7,5,38,Prepaid,0
27.0,2.0,0,31,Prepaid,0
24.0,18.1,3,13,Prepaid,0
37.0,11.5,0,58,Postpaid,0
21.0,16.7,4,13,Prepaid,0
21.0,16.1,3,23,Prepaid,0
69.0,7.4,0,31,Postpaid,0
22.0,6.5,4,18,Prepaid,1
21.0,15.9,4,5,Prepaid,0
19.0,10.2,5,37,Prepaid,1
24.0,17.6,2,14,Prepaid,0
45.0,10.9,5,52,Prepaid,0
61.0,18.1,3,47,Prepaid,0
56.0,14.5,3,26,Prepaid,0
48.0,13.7,2,28,Postpaid,0
22.0,9.8,1,57,Postpaid,0
58.0,13.4,3,2,Prepaid,0
19.0,19.2,4,23,Postpaid,0
50.0,11.7,0,4,Prepaid,0
39.0,15.2,2,9,Prepaid,0
63.0,12.3,0,55,Prepaid,0
33.0,12.7,2,6,Prepaid,0
51.0,22.3,4,57,Prepaid,0
40.0,19.2,4,47,Postpaid,0
45.0,12.5,0,38,Prepaid,0
66.0,13.3,4,44,Prepaid,0
55.0,7.8,0,11,Prepaid,0
39.0,11.0,0,7,Postpaid,0
41.0,13.9,5,22,Prepaid,1
54.0,17.1,0,46,Postpaid,0
35.0,16.5,1,19,Prepaid,0
26.0,5.3,0,11,Postpaid,0
42.0,17.9,3,47,Prepaid,0
21.0,11.5,3,38,Prepaid,0
26.0,6.1,5,32,Prepaid,1
39.0,,5,25,Prepaid,0
59.0,20.8,4,46,Prepaid,1
58.0,13.6,2,44,Prepaid,0
31.0,16.3,0,22,Prepaid,0
39.0,16.6,5,8,Prepaid,0
25.0,20.4,3,52,Prepaid,0
57.0,16.4,1,9,Postpaid,0
30.0,4.0,3,26,Postpaid,0
59.0,24.1,2,53,Postpaid,0
61.0,18.4,2,25,Prepaid,0
53.0,8.9,2,50,Prepaid,0
35.0,5.8,4,29,Postpaid,0
67.0,15.0,0,44,Postpaid,0
53.0,10.3,5,35,Postpaid,0
51.0,14.0,0,17,Postpaid,1
62.0,16.5,0,53,Postpaid,0
63.0,8.6,4,28,Postpaid,0
22.0,5.3,0,28,Prepaid,0
63.0,14.3,4,39,Prepaid,0
57.0,8.8,4,55,Postpaid,0
28.0,12.9,2,52,Postpaid,0
33.0,3.9,2,24,Prepaid,0
57.0,10.5,5,14,Prepaid,0
29.0,16.3,4,20,Postpaid,0
41.0,15.6,3,16,Prepaid,0
53.0,7.3,0,18,Postpaid,0
51.0,5.0,3,26,Prepaid,0
65.0,12.1,0,2,Prepaid,0
23.0,15.4,1,32,Postpaid,0
33.0,14.4,4,51,Postpaid,0
69.0,8.9,2,26,Prepaid,0
47.0,13.8,5,5,Prepaid,1
30.0,21.0,5,23,Prepaid,1
33.0,13.2,0,20,Prepaid,0
35.0,2.2,5,36,Postpaid,0
46.0,13.2,5,15,Prepaid,0
32.0,24.3,0,18,Postpaid,0
50.0,4.3,2,44,Postpaid,0
41.0,12.2,5,11,Prepaid,0
49.0,10.6,0,56,Prepaid,0
26.0,12.6,0,18,Postpaid,1
50.0,13.2,3,49,Prepaid,1
66.0,18.8,5,5,Postpaid,1
25.0,12.5,1,19,Prepaid,0
35.0,19.7,4,23,Prepaid,0
54.0,11.3,4,27,Prepaid,0
50.0,9.9,0,6,Prepaid,0
53.0,8.0,1,15,Postpaid,0
47.0,1.1,3,52,Prepaid,0
53.0,13.7,2,55,Prepaid,0
49.0,24.3,1,27,Prepaid,0
21.0,14.7,1,8,Prepaid,0
57.0,16.1,3,17,Postpaid,0
41.0,9.5,4,57,Postpaid,0
20.0,10.5,2,55,Postpaid,0
39.0,17.9,5,49,Postpaid,0
40.0,24.1,4,51,Prepaid,0
22.0,20.9,2,42,Prepaid,0
69.0,16.8,4,37,Prepaid,1
29.0,12.2,2,46,Postpaid,0
35.0,13.3,4,39,Prepaid,0
40.0,7.5,5,21,Postpaid,0
61.0,3.3,4,38,Prepaid,0
56.0,5.2,0,18,Prepaid,0
58.0,12.3,0,37,Prepaid,0
30.0,10.2,4,23,Prepaid,0
61.0,3.2,5,29,Prepaid,0
61.0,11.8,3,11,Postpaid,0
42.0,10.1,1,57,Postpaid,1
46.0,5.0,5,45,Prepaid,0
19.0,9.8,2,7,Postpaid,0
57.0,10.1,1,29,Prepaid,0
67.0,8.3,2,27,Postpaid,1
42.0,17.6,1,53,Prepaid,0
46.0,0.6,1,45,Postpaid,0
43.0,0.1,1,52,Prepaid,0
22.0,12.0,4,28,Prepaid,1
50.0,12.6,0,10,Postpaid,0
55.0,14.4,2,43,Prepaid,0
66.0,8.8,1,13,Postpaid,0
66.0,6.5,3,38,Prepaid,0
43.0,12.0,5,25,Prepaid,0
67.0,9.4,4,21,Prepaid,0
45.0,21.3,1,8,Postpaid,0
51.0,10.1,3,48,Prepaid,0
49.0,11.7,0,41,Prepaid,0
69.0,26.9,2,21,Prepaid,0
56.0,10.8,1,44,Prepaid,0
24.0,15.3,3,59,Postpaid,0
21.0,15.9,2,43,Postpaid,0
39.0,16.4,4,57,Prepaid,0
44.0,13.7,3,28,Prepaid,0
52.0,13.2,5,23,Prepaid,0
43.0,12.6,0,50,Postpaid,0
44.0,8.5,5,40,Postpaid,0
65.0,14.0,4,36,Prepaid,0
35.0,24.2,4,38,Postpaid,0
43.0,19.3,4,59,Prepaid,0
46.0,13.8,0,41,Prepaid,0
42.0,17.1,1,49,Prepaid,0
68.0,6.8,0,3,Prepaid,1
68.0,10.4,4,43,Prepaid,0
44.0,17.7,2,19,Prepaid,0
41.0,20.9,2,8,Prepaid,0
48.0,7.4,3,17,Prepaid,0
27.0,9.1,2,50,Prepaid,0
40.0,25.1,3,49,Prepaid,0
29.0,12.6,5,19,Postpaid,0
25.0,22.9,1,12,Prepaid,0
22.0,13.2,5,25,Prepaid,1
48.0,13.5,3,20,Prepaid,1
18.0,10.2,2,28,Prepaid,0
51.0,17.7,5,47,Prepaid,0
40.0,20.1,2,20,Prepaid,0
37.0,5.8,0,11,Prepaid,0
58.0,9.9,1,7,Prepaid,0
46.0,17.5,5,41,Postpaid,0
56.0,11.2,3,12,Prepaid,1
54.0,9.0,3,13,Prepaid,0
19.0,18.1,4,48,Prepaid,0
29.0,18.6,1,6,Postpaid,0
47.0,9.3,0,39,Postpaid,0
68.0,13.3,2,1,Postpaid,0
26.0,4.7,5,56,Postpaid,0
23.0,6.6,0,43,Prepaid,0
66.0,12.7,4,49,Prepaid,0
68.0,12.2,5,40,Postpaid,0
26.0,6.2,0,24,Prepaid,0
38.0,7.7,0,59,Postpaid,0
50.0,5.6,5,47,Prepaid,0
28.0,14.7,0,6,Prepaid,0
34.0,0.2,4,35,Prepaid,0
38.0,5.9,4,33,Prepaid,0
51.0,0.8,1,17,Prepaid,1
34.0,14.5,1,27,Prepaid,0
39.0,1.2,3,58,Prepaid,0
33.0,12.2,3,6,Prepaid,1
57.0,21.8,5,55,Postpaid,0
25.0,22.0,3,42,Postpaid,0
29.0,1.2,5,7,Postpaid,0
30.0,13.8,1,19,Prepaid,0
65.0,6.1,1,50,Prepaid,0
67.0,4.8,1,42,Prepaid,0
44.0,11.3,3,5,Prepaid,0
26.0,19.4,0,9,Prepaid,0
57.0,15.6,5,55,Postpaid,0
43.0,7.7,4,10,Prepaid,0
62.0,16.2,5,37,Prepaid,0
36.0,0.0,5,59,Prepaid,1
69.0,7.5,0,10,Prepaid,0
59.0,7.1,4,3,Prepaid,0
29.0,12.5,3,49,Postpaid,0
55.0,10.8,4,57,Postpaid,0
32.0,11.2,5,31,Postpaid,0
36.0,11.0,3,14,Postpaid,0
31.0,12.1,0,4,Prepaid,0
53.0,15.2,5,54,Postpaid,0
31.0,12.9,2,48,Postpaid,0
51.0,10.3,2,53,Prepaid,0
48.0,14.4,3,47,Postpaid,0
57.0,17.0,5,26,Postpaid,0
69.0,8.7,3,29,Postpaid,0
18.0,11.6,1,23,Prepaid,0
69.0,19.0,4,44,Prepaid,0
23.0,5.4,3,6,Postpaid,0
45.0,22.8,0,3,Postpaid,0
35.0,4.0,3,57,Prepaid,0
51.0,9.9,4,19,Prepaid,1
55.0,6.3,5,3,Prepaid,0
62.0,25.1,1,40,Prepaid,0
38.0,9.0,3,24,Postpaid,0
66.0,9.0,4,14,Prepaid,0
34.0,9.8,3,26,Prepaid,0
28.0,12.6,2,27,Postpaid,1
37.0,10.0,1,37,Prepaid,0
45.0,11.2,0,55,Postpaid,0
52.0,0.0,4,52,Prepaid,0
61.0,12.3,5,49,Prepaid,0
29.0,12.1,3,30,Postpaid,0
33.0,18.2,4,33,Prepaid,0
66.0,19.9,4,8,Prepaid,0
40.0,10.9,2,35,Prepaid,0
30.0,16.9,3,40,Postpaid,0
69.0,5.4,1,53,Prepaid,0
41.0,16.6,1,3,Prepaid,0
69.0,8.6,3,51,Prepaid,0
65.0,4.9,3,31,Postpaid,0
65.0,10.9,5,6,Prepaid,0
48.0,20.4,1,59,Postpaid,0
59.0,13.1,1,28,Postpaid,0
67.0,21.0,0,25,Postpaid,0
31.0,7.5,5,12,Prepaid,1
19.0,18.3,4,5,Prepaid,1
34.0,8.1,1,5,Postpaid,0
51.0,13.4,5,16,Postpaid,1
46.0,13.3,4,18,Postpaid,0
22.0,16.0,2,28,Postpaid,0
47.0,13.5,2,37,Prepaid,0
27.0,7.6,3,59,Prepaid,0
44.0,17.3,0,47,Postpaid,0
47.0,22.4,1,29,Prepaid,0
51.0,8.5,5,54,Postpaid,0
39.0,1.0,1,33,Postpaid,1
39.0,15.0,0,25,Prepaid,0
53.0,10.0,5,13,Prepaid,1
56.0,11.2,5,25,Postpaid,0
60.0,15.3,4,3,Postpaid,1
35.0,9.3,0,10,Prepaid,0
40.0,10.4,5,56,Prepaid,0
35.0,11.4,1,12,Postpaid,0
45.0,20.8,0,34,Postpaid,0
24.0,12.2,5,7,Postpaid,0
40.0,4.6,1,36,Prepaid,0
27.0,4.8,3,58,Prepaid,0
45.0,12.8,0,28,Prepaid,0
62.0,5.2,1,8,Postpaid,0
69.0,2.6,5,2,Prepaid,1
41.0,15.8,3,45,Prepaid,0
20.0,16.1,5,7,Prepaid,0
29.0,9.8,1,19,Prepaid,0
23.0,13.8,5,50,Prepaid,0
57.0,13.1,5,32,Postpaid,1
69.0,15.6,5,52,Prepaid,0
46.0,15.6,0,52,Postpaid,0
27.0,0.0,0,40,Prepaid,1
19.0,10.6,3,56,Postpaid,0
68.0,15.1,0,3,Prepaid,0
34.0,9.5,0,15,Prepaid,0
23.0,12.2,4,17,Prepaid,0
27.0,16.5,4,54,Postpaid,0
31.0,12.5,5,37,Postpaid,1
52.0,21.0,5,15,Postpaid,0
64.0,18.8,0,13,Prepaid,0
32.0,11.3,4,48,Prepaid,0
53.0,10.8,0,51,Postpaid,0
21.0,0.0,2,1,Prepaid,0
18.0,10.0,1,22,Postpaid,0
20.0,3.9,1,32,Postpaid,0
66.0,13.3,4,14,Postpaid,0
48.0,12.9,0,43,Prepaid,0
59.0,16.2,4,45,Prepaid,0
19.0,20.4,5,50,Prepaid,0
19.0,11.8,3,47,Postpaid,0
62.0,25.7,0,50,Postpaid,0
23.0,13.4,3,22,Prepaid,0
26.0,4.1,3,18,Postpaid,1
44.0,8.6,2,19,Prepaid,1
49.0,9.8,2,51,Prepaid,0
29.0,15.6,2,39,Prepaid,1
41.0,6.3,5,20,Postpaid,0
53.0,10.2,0,43,Prepaid,0
41.0,11.0,3,14,Prepaid,0
37.0,9.3,1,16,Prepaid,1
21.0,16.9,3,1,Prepaid,0
41.0,15.8,0,58,Prepaid,0
59.0,19.0,5,14,Prepaid,1
50.0,10.0,2,45,Postpaid,0
64.0,19.2,5,7,Postpaid,0
24.0,3.8,0,3,Prepaid,1
18.0,3.7,3,40,Postpaid,1
46.0,4.7,4,6,Postpaid,0
27.0,12.1,4,9,Postpaid,0
48.0,19.2,0,20,Prepaid,0
65.0,8.4,3,35,Postpaid,0
35.0,9.1,0,2,Prepaid,0
46.0,10.7,2,8,Prepaid,0
53.0,15.4,0,20,Postpaid,0
25.0,9.1,0,42,Prepaid,0
64.0,8.8,4,6,Postpaid,1
28.0,3.9,4,17,Postpaid,1
60.0,8.6,5,12,Prepaid,1
52.0,19.1,4,19,Prepaid,1
25.0,12.5,3,16,Postpaid,0
55.0,7.6,0,38,Prepaid,1
28.0,19.4,4,4,Postpaid,0
49.0,8.5,1,56,Postpaid,0
67.0,20.5,0,15,Prepaid,0
67.0,20.4,4,59,Prepaid,0
63.0,12.3,3,44,Postpaid,0
43.0,3.0,0,22,Postpaid,0
47.0,25.7,3,18,Prepaid,0
33.0,14.3,4,56,Prepaid,0
65.0,10.1,2,59,Prepaid,0
42.0,17.7,4,37,Postpaid,0
58.0,16.2,3,3,Prepaid,0
36.0,19.9,2,54,Prepaid,0
56.0,8.0,1,29,Prepaid,0
29.0,13.9,1,2,Postpaid,0
56.0,4.9,4,48,Prepaid,0
20.0,16.0,2,2,Postpaid,0
23.0,11.9,4,22,Prepaid,0
36.0,13.7,2,5,Postpaid,0
43.0,11.1,3,26,Prepaid,0
54.0,10.5,3,48,Postpaid,0
36.0,6.8,2,8,Postpaid,0
18.0,16.7,4,9,Prepaid,0
34.0,20.9,5,57,Prepaid,0
40.0,8.7,5,11,Prepaid,0
46.0,15.3,5,7,Prepaid,0
51.0,14.6,0,35,Postpaid,0
30.0,12.0,4,17,Prepaid,0
49.0,2.8,4,57,Postpaid,0
50.0,4.2,2,10,Prepaid,0
58.0,7.3,1,34,Postpaid,0
45.0,0.0,0,55,Postpaid,0
60.0,20.4,5,44,Postpaid,0
29.0,14.2,5,2,Prepaid,0
55.0,11.8,0,12,Postpaid,0
20.0,0.0,3,8,Postpaid,0
23.0,1.1,3,54,Prepaid,0
62.0,12.0,1,12,Postpaid,0
42.0,23.8,3,4,Postpaid,0
50.0,7.8,4,23,Prepaid,0
49.0,17.2,1,17,Prepaid,0
54.0,9.1,4,10,Prepaid,0
30.0,12.3,5,27,Prepaid,0
27.0,19.3,2,54,Postpaid,0
20.0,9.9,0,14,Postpaid,0
62.0,7.9,1,58,Prepaid,0
29.0,20.5,0,40,Prepaid,0
47.0,12.3,2,23,Prepaid,1
41.0,18.5,3,41,Prepaid,1
26.0,7.9,1,21,Postpaid,0
39.0,20.4,3,13,Postpaid,0
22.0,13.6,5,14,Prepaid,0
27.0,14.6,1,1,Prepaid,0
25.0,12.8,5,39,Postpaid,0
60.0,9.0,1,5,Prepaid,0
47.0,12.0,3,12,Prepaid,0
66.0,9.3,0,1,Postpaid,0
40.0,17.8,1,4,Postpaid,0
28.0,10.8,5,54,Postpaid,0
49.0,3.0,3,2,Prepaid,0
66.0,1.9,3,37,Postpaid,0
45.0,1.6,3,20,Postpaid,0
18.0,15.7,1,9,Prepaid,1
33.0,5.1,5,18,Prepaid,0
66.0,13.8,2,6,Prepaid,0
44.0,12.8,0,19,Prepaid,0
67.0,11.6,5,49,Postpaid,0
44.0,14.6,0,37,Postpaid,0
18.0,12.9,5,48,Prepaid,0
63.0,0.0,1,42,Prepaid,0
57.0,10.1,0,55,Prepaid,0
55.0,14.6,1,7,Prepaid,0
68.0,21.8,3,10,Prepaid,0
28.0,22.1,3,25,Postpaid,0
65.0,3.8,0,31,Postpaid,0
30.0,9.9,1,47,Postpaid,0
68.0,2.6,1,8,Prepaid,0
27.0,21.1,3,7,Postpaid,0
46.0,18.1,5,47,Postpaid,0
59.0,14.1,1,33,Prepaid,0
22.0,13.0,5,25,Prepaid,0
21.0,20.3,2,14,Prepaid,0
62.0,19.3,0,42,Prepaid,0
21.0,18.9,1,48,Postpaid,0
49.0,14.7,5,2,Postpaid,1
66.0,9.9,4,4,Postpaid,0
49.0,16.6,4,46,Prepaid,0
43.0,16.9,2,53,Prepaid,0
39.0,10.9,4,14,Prepaid,1
51.0,9.9,4,42,Prepaid,0
47.0,18.8,4,50,Postpaid,0
44.0,22.0,3,7,Prepaid,0
25.0,7.5,3,11,Prepaid,1
52.0,10.4,5,8,Prepaid,0
56.0,14.1,5,47,Postpaid,0
54.0,14.9,3,46,Prepaid,0
21.0,8.9,1,8,Prepaid,0
54.0,23.3,2,11,Postpaid,0
55.0,14.5,3,40,Prepaid,0
27.0,15.2,4,53,Postpaid,0
62.0,22.6,1,46,Postpaid,0
45.0,9.3,0,10,Prepaid,0
42.0,11.5,4,23,Prepaid,0
55.0,4.5,5,4,Prepaid,1
44.0,11.0,0,15,Prepaid,0
46.0,3.1,1,34,Postpaid,0
34.0,16.5,2,21,Prepaid,0
66.0,14.5,4,36,Prepaid,0
68.0,10.3,4,18,Postpaid,0
24.0,11.4,2,34,Postpaid,0
56.0,16.6,1,38,Postpaid,0
19.0,5.2,2,12,Postpaid,0
37.0,13.2,1,3,Prepaid,0
68.0,16.2,2,20,Prepaid,0
27.0,1.3,1,3,Prepaid,0
37.0,16.1,0,10,Postpaid,0
29.0,2.0,4,17,Prepaid,1
55.0,11.3,4,20,Postpaid,0
42.0,5.0,1,17,Postpaid,0
48.0,20.6,2,4,Prepaid,0
67.0,5.1,2,11,Postpaid,0
45.0,2.1,0,53,Prepaid,0
56.0,12.8,3,43,Postpaid,0
23.0,9.5,2,27,Prepaid,0
29.0,3.0,5,2,Postpaid,0
67.0,15.2,2,22,Postpaid,0
62.0,0.1,4,55,Prepaid,0
52.0,5.8,2,48,Postpaid,0
37.0,8.5,1,45,Prepaid,0
28.0,16.8,2,15,Prepaid,0
62.0,19.8,5,24,Prepaid,0
58.0,18.6,1,2,Postpaid,0
30.0,11.1,5,51,Postpaid,0
48.0,0.0,3,7,Prepaid,0
50.0,14.3,4,37,Postpaid,0
42.0,20.8,4,17,Postpaid,1
66.0,19.4,3,34,Prepaid,0
24.0,14.8,3,49,Postpaid,0
31.0,4.9,0,19,Prepaid,0
22.0,8.8,4,1,Postpaid,0
54.0,23.6,4,40,Prepaid,0
51.0,3.5,0,32,Postpaid,0
69.0,5.1,3,9,Prepaid,0
46.0,17.7,3,3,Prepaid,0
25.0,9.4,1,31,Postpaid,0
41.0,4.9,0,37,Postpaid,0
22.0,21.2,0,7,Postpaid,0
52.0,14.8,1,36,Postpaid,0
53.0,9.7,1,27,Postpaid,0
62.0,5.1,1,9,Prepaid,0
35.0,24.3,3,37,Prepaid,0
34.0,11.9,2,39,Prepaid,1
21.0,20.4,0,10,Prepaid,0
39.0,17.4,0,40,Postpaid,0
42.0,8.9,3,14,Prepaid,1
57.0,8.9,5,36,Prepaid,0
57.0,20.7,4,48,Prepaid,0
25.0,20.8,4,56,Postpaid,0
32.0,0.7,1,16,Prepaid,0
44.0,15.3,4,20,Prepaid,0
35.0,11.3,0,6,Postpaid,0
19.0,5.8,1,58,Prepaid,0
